Date,Asset,Daily_Return,Daily_Return_Pct,Positive
2023-01-03,GTCo,-0.003330062126318,-0.333,False
2023-01-04,GTCo,0.0241828623532538,2.4183,True
2023-01-05,GTCo,0.0557198042571953,5.572,True
2023-01-06,GTCo,-0.0066357487797861,-0.6636,False
2023-01-09,GTCo,-0.0066351837317804,-0.6635,False
2023-01-10,GTCo,0.0577768239761531,5.7777,True
2023-01-11,GTCo,0.0284408348018092,2.8441,True
2023-01-12,GTCo,-0.0147018270149396,-1.4702,False
2023-01-13,GTCo,0.0204592052608014,2.0459,True
2023-01-16,GTCo,-0.0144950457278649,-1.4495,False
2023-01-17,GTCo,-0.0145739868106427,-1.4574,False
2023-01-18,GTCo,0.0098865455051948,0.9887,True
2023-01-19,GTCo,-0.0627771026378271,-6.2777,False
2023-01-20,GTCo,-0.0566406489960386,-5.6641,False
2023-01-23,GTCo,-0.0178651350926405,-1.7865,False
2023-01-24,GTCo,-0.0330770936402198,-3.3077,False
2023-01-25,GTCo,0.0124189175084767,1.2419,True
2023-01-26,GTCo,-0.0295595986134268,-2.956,False
2023-01-27,GTCo,-0.0463675318269046,-4.6368,False
2023-01-30,GTCo,0.0536230466348308,5.3623,True
2023-01-31,GTCo,-0.0063473945436183,-0.6347,False
2023-02-01,GTCo,0.0038016289415145,0.3802,True
2023-02-02,GTCo,-0.0467786122079205,-4.6779,False
2023-02-03,GTCo,-0.0172556854189331,-1.7256,False
2023-02-06,GTCo,0.005311953795998,0.5312,True
2023-02-07,GTCo,-0.0376945762985286,-3.7695,False
2023-02-08,GTCo,0.0145767205812918,1.4577,True
2023-02-09,GTCo,-0.0191692731202628,-1.9169,False
2023-02-10,GTCo,-0.0086141337515937,-0.8614,False
2023-02-13,GTCo,-0.0192055632154294,-1.9206,False
2023-02-14,GTCo,0.0678317551779335,6.7832,True
2023-02-15,GTCo,0.0009876411500959,0.0988,True
2023-02-16,GTCo,-0.0345794316567938,-3.4579,False
2023-02-17,GTCo,0.0304064036860429,3.0406,True
2023-02-20,GTCo,-0.0400206143069447,-4.0021,False
2023-02-21,GTCo,0.0087291104223061,0.8729,True
2023-02-22,GTCo,-0.0642822519563638,-6.4282,False
2023-02-23,GTCo,-0.0435842088797271,-4.3584,False
2023-02-24,GTCo,0.0083097250343708,0.831,True
2023-02-27,GTCo,0.0274091558807145,2.7409,True
2023-02-28,GTCo,0.0074195308182356,0.742,True
2023-03-01,GTCo,-0.0025487940194788,-0.2549,False
2023-03-02,GTCo,-0.0089372966321816,-0.8937,False
2023-03-03,GTCo,-0.0485528934330896,-4.8553,False
2023-03-06,GTCo,-0.0232118316392759,-2.3212,False
2023-03-07,GTCo,-0.0144001561592689,-1.44,False
2023-03-08,GTCo,0.0388149903034387,3.8815,True
2023-03-09,GTCo,0.0134496874777925,1.345,True
2023-03-10,GTCo,-0.0578858290440197,-5.7886,False
2023-03-13,GTCo,0.0127640162013147,1.2764,True
2023-03-14,GTCo,-0.0118166863436751,-1.1817,False
2023-03-15,GTCo,-0.021758154943802,-2.1758,False
2023-03-16,GTCo,0.0229057789436388,2.2906,True
2023-03-17,GTCo,0.0378752188819613,3.7875,True
2023-03-20,GTCo,0.0342955964935947,3.4296,True
2023-03-21,GTCo,-0.0272433837183038,-2.7243,False
2023-03-22,GTCo,-0.0092156860506618,-0.9216,False
2023-03-23,GTCo,0.0130159674984251,1.3016,True
2023-03-24,GTCo,0.0358830488863604,3.5883,True
2023-03-27,GTCo,-0.0150328988424988,-1.5033,False
2023-03-28,GTCo,-0.0049653221116582,-0.4965,False
2023-03-29,GTCo,-0.0362044725061689,-3.6204,False
2023-03-30,GTCo,-0.0392008330686667,-3.9201,False
2023-03-31,GTCo,0.0300487819908636,3.0049,True
2023-04-03,GTCo,0.0496366837733919,4.9637,True
2023-04-04,GTCo,-0.0010395868214572,-0.104,False
2023-04-05,GTCo,0.0368880164279408,3.6888,True
2023-04-06,GTCo,0.0140825368904615,1.4083,True
2023-04-07,GTCo,-0.0206796907558979,-2.068,False
2023-04-10,GTCo,0.0140740898674991,1.4074,True
2023-04-11,GTCo,0.0562688512110631,5.6269,True
2023-04-12,GTCo,0.0002135558522069,0.0214,True
2023-04-13,GTCo,0.0572430205407659,5.7243,True
